row_id,order_priority,discount,unit_price,shipping_cost,customer_id,customer_name,ship_mode,customer_segment,product_category,product_sub_category,product_container,product_name,product_base_margin,country,region,state_or_province,city,postal_code,order_date,ship_date,profit,quantity,sales,order_id,year,month,day,total_amount,delivery_days,order_frequency
24866,High,0.01,35.44,19.99,2932,Phyllis Hull,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1880,0.38,United States,East,Connecticut,Stratford,6614,22-04-2015,23-04-2015,-52.8228,1,55.43,87620,2015,4,22,55.43,1,1
24869,Low,0.03,51.75,19.99,646,Robin High,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",0.55,United States,Central,Minnesota,Shakopee,55379,17-06-2015,22-06-2015,261.444,16,818.81,90735,2015,6,17,818.81,5,1
24872,Not Specified,0.1,14.98,7.69,1727,Juanita Ballard,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,Super Decoflex Portable Personal File,0.57,United States,East,Ohio,Kent,44240,21-01-2015,23-01-2015,-76.9,8,114.81,87194,2015,1,21,114.81,2,1
24880,High,0.05,6.48,8.4,623,Jenny Petty,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 212,0.37,United States,East,New Hampshire,Manchester,3101,01-04-2015,03-04-2015,-226.3464,21,136.99,91433,2015,4,1,136.99,2,1
24881,High,0.05,55.99,5,624,Terry Klein,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory6,0.8,United States,East,Vermont,Rutland,5701,01-04-2015,01-04-2015,-281.17584,2,99.36,91433,2015,4,1,99.36,0,1
24882,Medium,0.09,2.89,0.5,669,Amy Shea,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 498,0.38,United States,Central,Iowa,Ottumwa,52501,20-03-2015,22-03-2015,40.4823,22,58.67,88475,2015,3,20,58.67,2,2
24883,Medium,0.02,48.91,5.81,669,Amy Shea,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1891,0.38,United States,Central,Iowa,Ottumwa,52501,20-03-2015,21-03-2015,32.86,2,101.06,88475,2015,3,20,101.06,1,2
24887,Critical,0.06,40.99,17.48,1976,Sherri F Vogel,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1893,0.36,United States,Central,Michigan,East Lansing,48823,23-03-2015,25-03-2015,214.23,14,585.08,89041,2015,3,23,585.08,2,3
24890,High,0.06,8.33,1.99,2361,Vincent Daniel,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,United States,South,Florida,Fruit Cove,32259,25-02-2015,26-02-2015,-344.82,1,8.49,88266,2015,2,25,8.49,1,1
24894,Medium,0.07,60.98,49,1771,Jeff Spivey,Regular Air,Home Office,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,United States,Central,Illinois,Freeport,61032,06-03-2015,07-03-2015,-807.89,7,410.17,89106,2015,3,6,410.17,1,1
24899,High,0.1,24.92,12.98,2502,Toni Owens Poe,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,0.39,United States,Central,Indiana,Munster,46321,19-03-2015,19-03-2015,-45.816,3,70.82,91310,2015,3,19,70.82,0,2
24901,High,0,12.28,6.35,2502,Toni Owens Poe,Express Air,Home Office,Office Supplies,Paper,Small Box,Staples Premium Bright 1-Part Blank Computer Paper,0.38,United States,Central,Indiana,Munster,46321,19-03-2015,20-03-2015,30.63,7,90.44,91310,2015,3,19,90.44,1,2
24908,High,0.01,12.28,6.47,3008,Penny Rich,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1881,0.38,United States,Central,Minnesota,Minnetonka Mills,55343,11-06-2015,12-06-2015,47.61,12,160.66,89415,2015,6,11,160.66,1,2
24911,Medium,0.1,9.38,4.93,3400,Florence Gold,Express Air,Small Business,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",0.57,United States,East,West Virginia,Fairmont,26554,04-04-2015,04-04-2015,-24.7104,15,135.78,87537,2015,4,4,135.78,0,1
24926,Critical,0.09,517.48,16.63,1020,Julie Porter,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Panasonic KX-P3626 Dot Matrix Printer,0.59,United States,Central,Kansas,Pittsburg,66762,07-03-2015,07-03-2015,909.36,5,2354.54,88632,2015,3,7,2354.54,0,3
24935,Not Specified,0.1,7.37,5.53,1984,Lynne Wilcox,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",0.69,United States,South,South Carolina,Hilton Head Island,29915,16-05-2015,16-05-2015,290.202,38,269.33,91258,2015,5,16,269.33,0,1
24937,Critical,0.04,9.78,1.99,1473,Paul Puckett,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",0.43,United States,East,Ohio,Wooster,44691,21-01-2015,22-01-2015,61.2927,9,88.83,87076,2015,1,21,88.83,1,1
24939,High,0.03,3.69,2.5,1259,Keith Hobbs,Express Air,Home Office,Office Supplies,Envelopes,Small Box,Colored Envelopes,0.39,United States,South,Kentucky,Danville,40422,20-04-2015,20-04-2015,-2196.684,9,38.65,86534,2015,4,20,38.65,0,1
24941,Medium,0,13.43,5.5,1697,Holly Osborne,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",0.57,United States,South,Arkansas,Hot Springs,71901,16-01-2015,17-01-2015,-253.778,9,129.54,86338,2015,1,16,129.54,1,1
24951,Low,0.1,5.68,3.6,1607,Kathleen Huang Hall,Express Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,AcmeÂ® Preferred Stainless Steel Scissors,0.56,United States,East,New York,Freeport,11520,06-02-2015,10-02-2015,-33.2956,21,118.35,87995,2015,2,6,118.35,4,2
24952,Low,0.06,3.74,0.94,2334,Stephanie Hawkins,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Rubber Band Ball,0.83,United States,Central,Wisconsin,Greenfield,53220,02-06-2015,09-06-2015,-7.685,12,44.75,89610,2015,6,2,44.75,7,4
24953,High,0.06,350.98,30,915,Carol Sherrill,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,0.61,United States,Central,Texas,Bryan,77803,04-01-2015,05-01-2015,-489.4156,1,346.52,86356,2015,1,4,346.52,1,1
24954,Not Specified,0.04,60.97,4.5,2395,Beverly Roberts,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,United States,South,Georgia,Savannah,31401,23-03-2015,24-03-2015,79.4232,15,904.31,86952,2015,3,23,904.31,1,1
24971,High,0,195.99,8.99,1919,Nathan Jenkins,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,T28 WORLD,0.6,United States,South,Arkansas,Pine Bluff,71603,24-02-2015,25-02-2015,114.882,5,882.93,85896,2015,2,24,882.93,1,1
24974,Critical,0.03,30.98,8.99,1527,Neil Parker,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",0.58,United States,South,Alabama,Decatur,35601,09-01-2015,11-01-2015,0.51,5,162.39,86813,2015,1,9,162.39,2,3
24975,Critical,0.01,525.98,19.99,1528,Brad Stark,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 300 Electric Binding Machine,0.37,United States,South,North Carolina,Eden,27288,09-01-2015,11-01-2015,-161.924,9,4920.81,86813,2015,1,9,4920.81,2,1
24981,Not Specified,0,5.98,1.49,903,Francis Spivey,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,0.39,United States,East,Massachusetts,Wilmington,1887,12-03-2015,14-03-2015,80.6748,18,116.92,90806,2015,3,12,116.92,2,1
24995,Low,0.02,3.8,1.49,2935,Shirley Riley,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,0.38,United States,East,Massachusetts,Boston,2215,11-05-2015,15-05-2015,7.31,5,20.46,87617,2015,5,11,20.46,4,1
25005,Not Specified,0,442.14,14.7,1279,Josephine Rao,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,0.56,United States,Central,Indiana,Hammond,46324,05-03-2015,05-03-2015,501.51,5,2343.34,90115,2015,3,5,2343.34,0,2
25006,High,0.05,85.99,0.99,1459,Steve Raynor,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,United States,South,South Carolina,Taylors,29687,05-04-2015,07-04-2015,36.216,4,291.64,86734,2015,4,5,291.64,2,1
25011,Medium,0.02,5.53,6.98,1593,Ronald O'Neill,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Poly Binders,0.39,United States,Central,Oklahoma,Bartlesville,74006,04-04-2015,06-04-2015,-77.82372,8,48.81,86668,2015,4,4,48.81,2,1
25013,Medium,0.03,19.04,6.38,1590,Lucille Buchanan,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressionsâ¢ Desk Accessory, Wood Photo Frame, Mahogany",0.56,United States,East,Ohio,Willoughby,44094,04-04-2015,04-04-2015,83.7936,7,144.03,86668,2015,4,4,144.03,0,1
25027,Medium,0.05,35.89,14.72,1018,Meredith Humphrey,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.4,United States,South,North Carolina,Cary,27511,08-04-2015,09-04-2015,22.866,19,680.39,88391,2015,4,8,680.39,1,2
25028,Medium,0,11.48,5.43,1018,Meredith Humphrey,Regular Air,Home Office,Office Supplies,Paper,Small Box,Personal Creationsâ¢ Ink Jet Cards and Labels,0.36,United States,South,North Carolina,Cary,27511,08-04-2015,08-04-2015,115.728,6,75.52,88391,2015,4,8,75.52,0,2
25051,Medium,0.07,42.98,4.62,2951,Jordan Womble,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,United States,Central,Kansas,Hays,67601,15-02-2015,17-02-2015,565.386,19,819.4,91397,2015,2,15,819.4,2,2
25052,Medium,0.03,89.99,42,2951,Jordan Womble,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",0.66,United States,Central,Kansas,Hays,67601,15-02-2015,18-02-2015,-230.9528,19,1809.75,91397,2015,2,15,1809.75,3,2
25054,Not Specified,0,5.77,4.97,1765,Ralph Woods Scott,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binding System Hidden Tabâ¢ Executive Style Index Sets,0.35,United States,Central,Missouri,Creve Coeur,63141,04-05-2015,05-05-2015,3.5581,8,52.43,89777,2015,5,4,52.43,1,1
25055,Not Specified,0,2.78,1.49,653,Ann Katz,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Suede Grain Vinyl Binders,0.36,United States,West,California,Rancho Cucamonga,91730,16-04-2015,17-04-2015,20.6448,9,29.92,91213,2015,4,16,29.92,1,1
25059,Critical,0.06,161.55,19.99,674,Albert Frost,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/DrawerÂ® Files,0.66,United States,Central,Missouri,Raytown,64133,02-01-2015,03-01-2015,-7.58,3,485.01,88174,2015,1,2,485.01,1,1
25060,Not Specified,0.05,120.98,9.07,3124,Neil Barbee,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Electric Binding Machine,0.35,United States,Central,Illinois,Moline,61265,30-05-2015,31-05-2015,881.0472,11,1276.88,87286,2015,5,30,1276.88,1,1
25066,Low,0.02,284.98,69.55,1672,Sidney Scarborough,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Global Commerceâ¢ Series High-Back Swivel/Tilt Chairs,0.6,United States,South,Virginia,Charlottesville,22901,07-06-2015,12-06-2015,15.528,3,926.3,86723,2015,6,7,926.3,5,2
25067,Low,0.08,55.48,14.3,1672,Sidney Scarborough,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 194,0.37,United States,South,Virginia,Charlottesville,22901,07-06-2015,09-06-2015,-225.5638,17,942.53,86723,2015,6,7,942.53,2,2
25078,High,0.01,23.99,6.3,1713,Rosemary Stark,Regular Air,Corporate,Technology,Office Machines,Medium Box,TI 36X Solar Scientific Calculator,0.38,United States,South,Georgia,Newnan,30265,29-05-2015,31-05-2015,-6.202,11,284.39,87748,2015,5,29,284.39,2,1
25092,Medium,0.08,2.88,0.5,1304,Sherri McIntosh,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 507,0.39,United States,West,Utah,West Jordan,84084,23-04-2015,24-04-2015,6.0306,3,8.74,87004,2015,4,23,8.74,1,1
25093,Medium,0,170.98,35.89,970,Lynn Payne,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",0.66,United States,South,Virginia,Rose Hill,24281,20-04-2015,21-04-2015,-102.662,8,1452.18,86173,2015,4,20,1452.18,1,1
25095,Critical,0,4.37,5.15,2570,Yvonne Stephens,Regular Air,Consumer,Office Supplies,Appliances,Small Box,"Eureka Sanitaire Â® Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,United States,West,California,Davis,95616,25-04-2015,27-04-2015,-150.2604,19,87.85,90327,2015,4,25,87.85,2,4
25096,Critical,0.01,500.98,56,2570,Yvonne Stephens,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troyâ¢ Executive Leather Low-Back Tilter,0.6,United States,West,California,Davis,95616,25-04-2015,26-04-2015,4899.1288,14,7429.63,90327,2015,4,25,7429.63,1,4
25097,Critical,0.02,12.58,5.16,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",0.43,United States,West,California,Davis,95616,25-04-2015,25-04-2015,44.712,18,224.29,90327,2015,4,25,224.29,0,4
25098,Critical,0.1,7.7,3.68,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-OÂ® Glasstiqueâ¢ Clear Desk Accessories,0.52,United States,West,California,Davis,95616,25-04-2015,26-04-2015,-22.626,7,51.2,90327,2015,4,25,51.2,1,4
25111,Not Specified,0.06,7.99,5.03,326,Brenda May,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.6,United States,Central,Illinois,Batavia,60510,09-06-2015,10-06-2015,-29.172,4,28.46,90973,2015,6,9,28.46,1,1
25117,Low,0.06,119.99,14,754,Helen Lyons,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,0.36,United States,West,Arizona,Prescott Valley,86314,12-04-2015,19-04-2015,-207.679788,2,243.86,90439,2015,4,12,243.86,7,2
25121,High,0.03,28.53,1.49,234,Don Cameron,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,United States,Central,Iowa,Newton,50208,27-03-2015,29-03-2015,136.3371,7,197.59,90238,2015,3,27,197.59,2,4
25122,High,0.01,15.28,1.99,234,Don Cameron,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",0.42,United States,Central,Iowa,Newton,50208,27-03-2015,29-03-2015,-12.46,2,33.04,90238,2015,3,27,33.04,2,4
25126,Low,0.04,100.98,7.18,2423,Nicholas Wallace,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Logitech Cordless Elite Duo,0.4,United States,Central,Texas,Hurst,76053,21-01-2015,26-01-2015,269.94,4,414.91,89054,2015,1,21,414.91,5,1
25129,Critical,0.02,417.4,75.23,1416,Betsy Gibson,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bretford âJust In Timeâ Height-Adjustable Multi-Task Work Tables,0.79,United States,Central,Indiana,Indianapolis,46203,06-05-2015,07-05-2015,-634.8654,1,471.21,90538,2015,5,6,471.21,1,2
25158,Critical,0,161.55,19.99,197,Samantha Weaver,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/DrawerÂ® Files,0.66,United States,Central,Kansas,Overland Park,66212,02-04-2015,04-04-2015,1167.158,19,3108.98,88921,2015,4,2,3108.98,2,1
25179,Low,0.05,7.59,4,1151,Edna Huang,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,"Master Giant FootÂ® Doorstop, Safety Yellow",0.42,United States,East,Massachusetts,South Hadley,1075,09-06-2015,09-06-2015,6.0927,1,8.83,91344,2015,6,9,8.83,0,1
25183,Not Specified,0.01,18.97,9.03,2287,Samuel Newman,Regular Air,Corporate,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,United States,South,South Carolina,Summerville,29483,25-03-2015,25-03-2015,-12.0267,8,164.67,90146,2015,3,25,164.67,0,4
25184,Not Specified,0.03,12.28,4.86,2287,Samuel Newman,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1933,0.38,United States,South,South Carolina,Summerville,29483,25-03-2015,26-03-2015,122.508,6,72.74,90146,2015,3,25,72.74,1,4
25185,Not Specified,0.05,34.99,7.73,2287,Samuel Newman,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt BostonÂ® Vacuum Mount KS Pencil Sharpener,0.59,United States,South,South Carolina,Summerville,29483,25-03-2015,27-03-2015,-12.0267,12,418.75,90146,2015,3,25,418.75,2,4
25228,Medium,0.09,20.89,11.52,2066,Claudia Webb,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"IrisÂ® 3-Drawer Stacking Bin, Black",0.83,United States,South,North Carolina,Indian Trail,28079,26-03-2015,27-03-2015,-133.546,7,146.5,85833,2015,3,26,146.5,1,3
25239,Not Specified,0.06,355.98,58.92,3067,Carole Miller,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4700 Series Mobuisâ¢ Mid-Back Task Chairs with Adjustable Arms,0.64,United States,East,Ohio,Austintown,44515,02-03-2015,03-03-2015,1660.92,14,5086.08,91376,2015,3,2,5086.08,1,1
25241,Critical,0.06,2.08,5.33,2338,Lynn Hines,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,EldonÂ® Wave Desk Accessories,0.43,United States,East,Maryland,College Park,20740,13-01-2015,13-01-2015,-82.5592,4,9.23,91480,2015,1,13,9.23,0,2
25251,Not Specified,0.03,5.78,5.37,2006,Cynthia Khan,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1950,0.36,United States,West,Colorado,Durango,81301,05-03-2015,06-03-2015,-63.35,15,88.22,88798,2015,3,5,88.22,1,1
25264,Low,0.01,5.94,9.92,241,Amy Ellis Holder,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Proâ¢ Binders,0.38,United States,West,Colorado,Grand Junction,81503,26-05-2015,02-06-2015,-256.519,13,79.93,90480,2015,5,26,79.93,7,3
25265,Low,0.02,125.99,3,241,Amy Ellis Holder,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,270c,0.59,United States,West,Colorado,Grand Junction,81503,26-05-2015,26-05-2015,398.358,8,873.18,90480,2015,5,26,873.18,0,3
25271,High,0.04,9.11,2.15,2420,Wesley Cho,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-OffÂ® Rapid Letter, 8 1/2"" x 7""",0.4,United States,South,Virginia,Richmond,23223,06-05-2015,06-05-2015,-23.072,11,100.87,86752,2015,5,6,100.87,0,1
25279,High,0.04,9.06,9.86,1085,Ted Dunlap,Regular Air,Home Office,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,0.4,United States,East,New York,Deer Park,11729,24-04-2015,25-04-2015,-53.25,3,30.87,86123,2015,4,24,30.87,1,4
25280,High,0.04,14.27,7.27,1086,Leon Peele,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",0.38,United States,East,New York,Dix Hills,11746,24-04-2015,25-04-2015,2.125,3,45.24,86123,2015,4,24,45.24,1,1
25282,Medium,0.03,85.99,0.99,3003,Roy Rouse,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,United States,West,Idaho,Coeur D Alene,83814,05-03-2015,06-03-2015,1037.1045,20,1503.05,91586,2015,3,5,1503.05,1,1
25291,High,0.06,218.75,69.64,754,Helen Lyons,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,United States,West,Arizona,Prescott Valley,86314,04-06-2015,05-06-2015,-453.2,4,905.4,90437,2015,6,4,905.4,1,2
25304,Not Specified,0.06,2.28,5.2,2443,Danny Richmond,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Binney & Smith inkTankâ¢ Erasable Pocket Highlighter, Chisel Tip, Yellow",0.41,United States,South,Florida,Miami,33142,01-06-2015,03-06-2015,-2002.6314,13,30.47,89301,2015,6,1,30.47,2,2
25330,Medium,0.05,6.48,8.19,3324,Leslie Jacobson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,0.37,United States,West,Arizona,El Mirage,85335,12-02-2015,15-02-2015,-164.18,9,58.5,90985,2015,2,12,58.5,3,1
25338,Critical,0.04,5.98,0.96,2353,Patrick Lowry,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 315,0.6,United States,East,Maryland,Edgewood,21040,29-04-2015,30-04-2015,52.6976,22,131.79,86164,2015,4,29,131.79,1,2
25339,Critical,0.01,20.99,0.99,2353,Patrick Lowry,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory25,0.57,United States,East,Maryland,Edgewood,21040,29-04-2015,30-04-2015,-78.19416,2,35.33,86164,2015,4,29,35.33,1,2
25351,Not Specified,0.05,10.98,4.8,428,Ernest Barber,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",0.36,United States,West,Nevada,Carson City,89701,03-03-2015,05-03-2015,90.62,22,243.11,88480,2015,3,3,243.11,2,3
25352,High,0.08,120.97,26.3,3125,Guy McDonald,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Canon S750 Color Inkjet Printer,0.38,United States,Central,Illinois,Mount Prospect,60056,05-01-2015,07-01-2015,-233.840688,2,233.58,87285,2015,1,5,233.58,2,1
25354,High,0.04,29.14,4.86,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-WayÂ® Black Print Carbonless Speed Message, No Reply Area, Duplicate",0.38,United States,Central,Texas,Round Rock,78664,12-06-2015,14-06-2015,349.4091,17,506.39,87408,2015,6,12,506.39,2,2
25356,Not Specified,0.05,7.64,5.83,911,Marsha P Joyner,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,United States,East,West Virginia,Wheeling,26003,31-01-2015,02-02-2015,-21.018,2,16.6,90185,2015,1,31,16.6,2,3
25357,Not Specified,0.04,218.75,69.64,911,Marsha P Joyner,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.72,United States,East,West Virginia,Wheeling,26003,31-01-2015,01-02-2015,-655.529875,10,2285.41,90185,2015,1,31,2285.41,1,3
25381,Low,0.1,4.24,5.41,2066,Claudia Webb,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,United States,South,North Carolina,Indian Trail,28079,19-04-2015,23-04-2015,-61.6,8,34.16,85835,2015,4,19,34.16,4,3
25409,High,0.03,124.49,51.94,1554,Joan Floyd,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,South,Mississippi,Gulfport,39503,13-02-2015,14-02-2015,-4.018,7,894.88,87487,2015,2,13,894.88,1,2
25417,Medium,0,47.9,5.86,1991,Paula Hubbard,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1938,0.37,United States,West,Utah,Kearns,84118,22-02-2015,24-02-2015,638.3811,18,925.19,90002,2015,2,22,925.19,2,1
25440,Low,0.1,6.3,0.5,2254,Jeff Meadows,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 48,0.39,United States,South,Kentucky,Paducah,42003,27-01-2015,01-02-2015,-464.282,12,68.72,89278,2015,1,27,68.72,5,3
25449,Medium,0.02,34.98,7.53,392,Erica R Fuller,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Fellowes EZ Multi-Media Keyboard,0.76,United States,Central,Missouri,Clayton,63105,05-03-2015,07-03-2015,-159.68,1,37.16,86383,2015,3,5,37.16,2,2
25450,Medium,0.01,19.99,11.17,392,Erica R Fuller,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Telescoping Adjustable Floor Lamp,0.6,United States,Central,Missouri,Clayton,63105,05-03-2015,08-03-2015,27.91,2,43.65,86383,2015,3,5,43.65,3,2
25452,Critical,0.1,20.27,3.99,2620,Phyllis Little,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Fellowes Mighty 8 Compact Surge Protector,0.57,United States,South,Tennessee,Bartlett,38134,23-03-2015,24-03-2015,381.618,13,257.92,88017,2015,3,23,257.92,1,1
25456,Medium,0.06,28.53,1.49,2330,Kara Foster,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,United States,Central,Iowa,Marion,52302,24-03-2015,27-03-2015,74.6385,5,134.09,90964,2015,3,24,134.09,3,1
25460,Low,0.07,6.48,9.54,2547,Edna Freeman,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1905,0.37,United States,South,Virginia,Virginia Beach,23464,19-04-2015,19-04-2015,2.232,1,10.86,87916,2015,4,19,10.86,0,1
25463,Medium,0,175.99,4.99,2521,Shawn Meyer,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,5165,0.59,United States,Central,Texas,Corsicana,75109,18-02-2015,21-02-2015,1656.6555,15,2400.95,87032,2015,2,18,2400.95,3,1
25467,Medium,0.05,363.25,19.99,1142,Russell Chan,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Hoover WindTunnelâ¢ Plus Canister Vacuum,0.57,United States,Central,Texas,Waco,76706,04-01-2015,06-01-2015,1766.7795,7,2560.55,86573,2015,1,4,2560.55,2,2
25473,Not Specified,0.08,315.98,19.99,3120,Daniel Christian,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC ProClickâ¢ 150 Presentation Binding System,0.38,United States,South,Louisiana,New Orleans,70117,14-06-2015,14-06-2015,44.52,9,2642.48,90160,2015,6,14,2642.48,0,1
25478,Not Specified,0.1,3.25,49,2617,Gerald Crabtree,Regular Air,Corporate,Office Supplies,Appliances,Large Box,"Bravo IIâ¢ MegabossÂ® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0.56,United States,Central,South Dakota,Aberdeen,57401,27-06-2015,28-06-2015,-286.245,6,40.69,91496,2015,6,27,40.69,1,1
